Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Debt_To_Income_Ratio,Dependents,Approved
65,42,736,84,25,0.846966542,1,0
62,56,538,33,24,0.310026016,5,0
58,64,726,91,21,0.360999253,3,1
67,197,782,33,20,0.946505995,5,0
18,100,387,67,37,0.03611752,4,0
68,51,483,70,14,0.414958502,0,0
64,105,604,22,4,0.630249708,5,0
38,84,315,23,16,0.994012536,5,0
37,144,311,51,37,0.636144808,1,0
54,101,741,69,17,0.243057441,5,1
23,78,668,83,26,0.266394917,5,1
44,93,567,23,17,0.998941571,1,0
25,176,820,58,24,0.370663068,2,0
41,27,394,89,0,0.737958572,1,0
62,194,774,19,38,0.726749132,3,0
40,173,728,44,30,0.901392749,2,1
26,193,459,9,7,0.745674042,5,0
42,165,733,56,16,0.835937188,4,1
55,157,829,51,19,0.337416624,5,1
67,149,358,59,22,0.161677346,5,0
44,34,497,34,34,0.948400175,2,0
23,121,741,44,15,0.776862353,0,0
60,130,456,6,38,0.146070384,2,0
37,102,509,62,17,0.944940906,2,0
31,20,844,47,16,0.710798411,2,0
39,84,587,79,2,0.762451296,5,0
31,45,327,74,25,0.034016549,5,0
56,80,627,29,22,0.858645467,1,0
32,163,821,28,11,0.667292182,4,0
62,174,474,39,38,0.98700875,4,0
54,45,664,67,23,0.97274703,3,0
53,67,724,20,20,0.144992042,0,1
54,160,544,56,2,0.369408611,0,0
35,77,849,8,30,0.190849333,4,0
50,141,751,66,11,0.779181006,2,0
38,171,625,44,36,0.206838935,0,1
54,132,820,51,30,0.642332621,1,0
49,153,352,28,15,0.777289483,5,0
19,165,670,17,35,0.726637028,1,0
55,171,351,97,36,0.036439486,0,0
30,116,365,35,2,0.130573331,1,0
22,57,751,51,25,0.276806797,5,1
50,148,501,100,1,0.579140501,5,0
31,122,322,100,24,0.77414362,5,0
67,50,811,96,22,0.01916004,1,0
39,167,764,85,37,0.868759387,3,0
68,168,686,74,10,0.133528973,5,1
31,186,763,86,14,0.830296311,2,0
21,118,772,96,11,0.234651869,0,1
62,178,513,15,33,0.719778127,2,0
19,40,373,56,35,0.997357349,5,0
46,47,548,52,33,0.46389402,4,0
53,188,501,39,39,0.628240426,4,0
67,147,499,100,15,0.291352405,0,0
53,86,433,47,15,0.145705252,1,1
54,30,726,91,16,0.201619899,4,0
48,141,302,8,25,0.402752558,4,0
38,106,709,29,30,0.039873622,3,1
51,31,778,28,27,0.15124025,1,0
31,92,383,82,8,0.73067737,3,0
45,172,310,87,10,0.479168212,3,0
27,165,467,62,24,0.030072227,2,0
39,116,702,35,35,0.228815476,2,1
20,63,765,45,11,0.782901449,1,0
50,38,674,60,31,0.741749805,5,0
41,38,595,12,19,0.250611986,2,1
39,137,391,77,40,0.36672069,3,0
33,60,629,57,28,0.425653448,3,1
46,96,544,66,28,0.793757653,4,0
49,191,538,47,16,0.89748652,3,0
30,185,714,91,35,0.834874506,3,0
61,36,602,78,11,0.715846244,3,0
41,112,305,92,9,0.109955962,5,0
42,124,664,67,24,0.240909836,5,1
20,196,602,67,14,0.671094064,5,0
50,81,602,12,32,0.575267294,3,0
61,134,322,54,11,0.77125722,4,0
70,170,558,7,40,0.131290394,3,0
43,118,612,13,29,0.371285756,3,1
67,140,802,91,8,0.490102082,3,1
46,55,850,91,18,0.56010515,3,0
67,71,364,16,5,0.674396712,0,0
24,48,791,98,17,0.077022487,4,0
24,60,495,29,5,0.704314028,5,0
69,45,405,66,3,0.682082703,5,0
39,89,752,99,4,0.979890971,2,0
29,176,442,48,18,0.22611463,5,0
21,188,759,24,40,0.661343072,1,0
67,197,425,86,16,0.344583795,5,0
54,97,678,94,29,0.524675463,1,0
55,32,798,64,18,0.573854833,4,0
24,69,347,98,23,0.306981649,5,0
64,135,379,97,5,0.262752708,2,0
32,105,690,29,18,0.16680732,2,1
18,195,459,64,36,0.790481271,1,0
22,176,645,52,6,0.812107196,4,0
18,133,743,36,2,0.599826569,2,0
50,73,838,94,35,0.210816918,4,1
64,141,677,54,28,0.510359081,2,0
22,160,587,18,22,0.457015369,1,0
45,160,673,23,20,0.649876029,2,0
33,40,804,13,35,0.144625894,3,0
25,94,796,27,11,0.779306651,0,0
54,23,650,21,0,0.165140098,4,0
21,165,699,18,14,0.846772582,2,0
45,139,844,55,34,0.801002898,3,0
58,44,563,56,23,0.797178058,1,1
37,180,791,10,27,0.540817978,3,0
38,144,557,20,32,0.793671285,3,0
32,189,367,24,20,0.975316817,3,0
65,191,782,82,11,0.67213388,3,0
27,121,633,33,25,0.703869129,3,0
43,81,492,43,25,0.114508786,3,0
43,120,386,75,11,0.997491161,4,0
57,32,341,46,37,0.416080477,1,0
30,66,548,96,0,0.610522556,5,1
52,48,503,12,29,0.472941864,2,0
40,135,517,23,39,0.605416584,0,0
27,142,771,62,39,0.787092297,1,0
32,23,638,56,10,0.884894771,1,0
62,34,575,44,23,0.341181911,2,0
70,186,443,87,17,0.66131085,3,0
55,64,364,54,31,0.583918379,4,0
64,78,743,43,11,0.493805827,3,1
69,131,547,30,16,0.188414479,3,0
64,127,753,70,28,0.817362403,3,0
58,177,345,29,19,0.08303235,0,0
69,86,446,52,12,0.823112891,5,0
50,113,756,99,31,0.03898942,5,1
57,155,498,84,7,0.25374872,5,0
21,58,830,57,35,0.229336572,0,1
66,173,412,76,6,0.070444938,2,0
48,147,343,39,5,0.678289749,3,0
45,101,440,53,26,0.566212244,4,0
34,167,340,17,27,0.048719172,0,0
64,110,415,85,28,0.12581885,4,1
43,189,377,71,30,0.533851039,1,0
60,159,741,23,4,0.191525886,4,1
46,173,466,22,23,0.15835448,0,0
40,91,446,30,40,0.877923612,3,0
55,38,754,86,20,0.472399969,1,0
51,159,681,45,6,0.633107541,4,0
67,170,360,50,6,0.113088289,3,0
62,153,360,88,1,0.494285311,1,0
22,148,678,26,39,0.977455268,2,0
50,114,308,14,16,0.115662721,4,0
31,163,832,22,23,0.907351272,3,0
51,142,710,70,37,0.899950147,0,0
56,73,615,5,0,0.001234525,1,1
44,68,815,5,31,0.561663337,0,0
28,172,476,86,0,0.318285153,5,0
56,72,480,99,16,0.116063651,3,0
50,196,494,16,26,0.252361682,2,0
55,168,328,99,25,0.212940526,0,0
37,67,370,94,6,0.355940475,1,1
34,73,618,34,17,0.973166458,0,0
68,50,635,39,36,0.741490926,5,1
28,136,328,90,27,0.798350173,2,0
28,103,469,68,31,0.3854838,0,0
61,92,631,98,3,0.965348447,0,0
22,102,749,21,19,0.181822161,5,1
66,157,778,13,39,0.543289655,5,0
49,77,771,25,16,0.959860837,0,0
60,46,559,11,18,0.36858089,0,0
18,178,846,23,17,0.911984196,5,0
52,136,470,72,19,0.082655062,1,0
67,27,479,77,29,0.889574134,5,0
40,149,366,55,37,0.271632622,2,0
38,170,573,28,0,0.635897117,5,0
40,158,422,76,36,0.92381127,2,0
64,109,603,40,32,0.60472612,5,0
18,58,450,72,15,0.802833044,1,0
38,129,479,33,11,0.192062615,5,0
18,136,699,22,38,0.254183066,3,1
19,85,462,56,15,0.840833691,5,0
48,39,406,89,12,0.074551885,1,0
52,83,380,28,4,0.992197153,2,0
57,41,556,20,32,0.08051501,3,0
18,64,516,62,0,0.139016053,4,0
50,133,343,42,2,0.093798335,5,0
57,142,483,31,6,0.933811275,5,0
62,106,790,58,31,0.570392134,1,0
20,179,356,88,16,0.19096979,5,0
66,59,689,29,3,0.954113559,1,0
39,101,669,42,24,0.349803288,3,1
69,172,487,72,13,0.053904616,2,0
30,122,690,36,37,0.242821855,2,1
23,65,820,100,30,0.237936452,0,1
59,80,826,16,12,0.353187601,4,1
19,190,631,16,36,0.951002012,4,0
68,186,697,23,9,0.793242982,5,0
53,193,628,79,16,0.134809002,5,1
48,38,697,67,10,0.3379905,0,0
33,24,444,54,11,0.353926195,0,1
23,96,834,41,40,0.479482278,5,1
45,147,699,62,15,0.218059285,3,1
54,131,826,25,1,0.38073806,4,1
66,113,346,83,32,0.379910161,2,0
42,102,612,81,15,0.955462144,5,1
33,36,527,43,25,0.691558367,2,0
44,109,503,36,2,0.692632816,5,0
67,151,845,53,31,0.426735337,4,1
49,118,732,72,32,0.137052038,2,1
29,35,447,46,4,0.57757766,3,0
36,155,354,38,34,0.787878102,1,0
50,138,756,35,37,0.741300428,3,0
19,176,304,15,16,0.27618629,4,0
59,84,763,84,16,0.044725816,2,1
54,141,308,48,9,0.057017544,2,0
50,181,342,36,37,0.136974501,2,0
25,110,606,8,17,0.662009232,1,0
49,85,785,41,7,0.528607823,1,0
40,37,527,64,13,0.839605159,0,1
59,199,742,85,16,0.281664102,0,1
31,32,512,49,1,0.26451741,3,0
51,170,336,92,16,0.368358247,2,0
59,129,399,94,38,0.265820541,4,0
35,191,309,71,34,0.637805716,0,0
59,166,839,51,16,0.009581015,1,1
21,122,524,71,10,0.15266187,1,0
60,158,457,43,20,0.81690671,2,0
47,78,849,63,18,0.769165282,3,0
39,142,542,43,8,0.900898855,1,0
38,121,636,33,6,0.719271304,5,0
51,82,715,8,4,0.547788335,5,0
30,55,448,24,40,0.752987693,5,0
54,196,704,23,32,0.88962767,1,0
23,125,516,70,6,0.528064366,3,0
61,90,649,69,26,0.61965045,0,0
19,137,330,87,5,0.241559507,2,0
70,182,488,21,31,0.522515627,3,0
64,200,680,91,30,0.114952717,1,1
42,154,642,63,2,0.605905745,5,0
29,88,485,64,19,0.184775518,1,0
60,30,421,39,12,0.286806437,1,0
56,35,385,25,31,0.858335814,1,0
40,159,666,92,7,0.983841172,4,0
68,115,708,43,14,0.268287851,4,1
31,191,368,52,27,0.393470744,2,0
43,147,324,70,17,0.867741059,2,0
21,191,577,40,5,0.364167863,2,0
63,190,431,82,31,0.875874059,0,0
39,152,552,24,9,0.954067845,2,0
38,108,635,44,8,0.083270881,3,1
46,122,766,55,30,0.048832934,4,1
47,112,409,83,17,0.944952752,0,0
26,27,381,31,19,0.04515834,5,0
21,28,789,44,4,0.118680615,2,0
56,188,530,45,19,0.798153515,1,1
31,168,781,52,34,0.604402832,0,0
58,53,646,28,16,0.075449935,3,1
56,55,373,90,1,0.563907221,1,0
70,27,358,28,28,0.121583307,5,0
19,156,672,9,13,0.186701985,2,1
28,88,652,75,28,0.153084819,3,0
44,156,761,33,27,0.453006814,0,1
37,88,550,81,23,0.512406143,3,0
59,51,340,11,4,0.999518131,1,0
62,196,559,61,0,0.416139815,3,0
42,81,490,50,21,0.066776138,5,0
41,86,367,52,20,0.116506782,1,0
65,165,308,35,14,0.789489177,3,0
36,176,725,14,30,0.916767503,2,0
53,92,388,96,39,0.288824651,1,0
18,103,373,29,33,0.561344448,5,0
68,80,736,13,31,0.65767225,2,0
38,164,554,90,26,0.181032042,0,0
56,198,786,41,23,0.837387816,2,0
68,134,477,14,29,0.984665494,5,0
59,102,345,70,8,0.632073111,0,0
21,41,427,22,25,0.195039485,2,0
36,128,821,87,40,0.892158133,4,0
23,172,335,96,12,0.427133019,3,0
28,50,621,93,37,0.773565375,4,0
66,78,844,80,21,0.943650072,3,0
45,141,649,36,39,0.560685082,5,0
43,45,499,66,5,0.893482038,3,0
69,65,611,88,6,0.89815389,5,1
50,176,667,29,31,0.734057104,0,0
70,137,661,37,30,0.197543889,2,1
62,34,330,54,31,0.886613143,0,0
69,40,448,55,40,0.444038663,0,0
38,97,617,49,8,0.819844352,2,0
52,84,592,97,27,0.918542335,3,0
38,156,673,82,4,0.567024913,0,0
28,199,777,23,22,0.253199791,4,1
32,80,564,70,15,0.371581438,4,0
38,130,764,73,21,0.656248278,3,0
52,144,596,25,16,0.973276545,4,0
40,96,672,91,13,0.602634487,5,0
28,114,520,57,7,0.896590621,5,0
57,118,566,50,33,0.382514224,5,0
56,180,561,76,23,0.034331636,1,0
44,186,803,37,6,0.417738176,1,1
45,24,667,54,17,0.473496987,0,0
62,73,793,40,9,0.282821812,0,1
24,148,730,8,32,0.528501291,2,0
27,188,565,73,23,0.903210506,0,0
58,81,630,98,21,0.054981876,2,1
66,38,501,50,19,0.975380874,2,0
61,137,316,71,6,0.491661126,5,0
26,144,460,51,0,0.126465378,4,1
37,131,686,24,33,0.922217602,5,0
68,142,701,14,8,0.38374057,0,1
70,154,571,50,39,0.134933343,2,0
56,100,752,34,12,0.081394088,0,1
68,122,577,78,30,0.057945656,3,0
53,53,312,64,5,0.079517185,1,0
22,138,744,55,32,0.465958234,5,1
56,67,745,77,16,0.871635504,2,0
66,120,573,5,32,0.93923601,4,0
65,60,473,93,38,0.353361572,4,0
65,34,715,77,18,0.857487557,0,0
26,65,806,71,32,0.075128442,3,1
31,68,588,70,12,0.710486068,4,0
67,118,316,74,25,0.421529365,1,0
57,53,685,30,18,0.764001695,3,0
44,189,669,92,1,0.475831595,1,1
38,182,808,54,9,0.458451061,2,0
47,198,413,53,11,0.205406331,4,0
70,139,617,98,13,0.831148267,4,0
64,167,827,62,1,0.493075656,2,1
50,154,734,14,24,0.331226516,3,1
45,37,341,65,37,0.206408868,0,0
61,87,545,89,2,0.74167746,4,0
61,129,552,83,32,0.972968045,4,0
21,154,527,9,6,0.972327351,2,0
45,122,756,32,18,0.01356957,1,1
28,131,719,90,0,0.450470412,3,1
48,142,383,52,28,0.947851289,3,0
69,23,347,54,33,0.786965492,4,0
30,77,626,95,21,0.59535778,4,0
62,122,796,97,27,0.613677377,4,0
67,190,677,66,17,0.971199568,1,0
59,65,358,84,18,0.216522032,4,0
38,50,507,57,21,0.71537054,0,0
41,63,647,82,5,0.868123611,1,0
20,176,532,31,10,0.158547087,0,0
65,196,760,41,18,0.163128373,3,1
43,133,770,32,18,0.740521037,1,0
56,183,681,72,40,0.967045054,4,0
51,161,496,34,40,0.926910189,5,1
67,70,507,99,31,0.850103828,4,0
67,162,482,36,19,0.285752361,5,0
33,111,664,8,1,0.449938293,4,1
43,107,325,62,40,0.575388958,4,0
20,94,669,19,33,0.186221609,4,1
40,64,520,57,28,0.114325746,5,0
55,38,392,52,33,0.18799332,0,0
40,39,767,29,22,0.407647155,3,0
35,192,515,18,27,0.859166862,1,0
49,59,457,24,33,0.730372993,4,0
43,73,660,49,34,0.500065192,1,0
58,84,446,92,3,0.299252806,5,0
64,115,519,62,11,0.446905092,0,1
63,76,380,78,20,0.775107429,2,0
62,127,686,41,10,0.10352853,2,1
31,192,376,67,9,0.372157428,4,0
23,144,564,92,26,0.959935254,4,0
39,112,435,26,18,0.141036011,0,0
67,84,519,40,2,0.013180038,0,0
19,98,774,53,25,0.527705292,5,0
38,169,620,45,39,0.237184462,4,1
32,49,491,72,40,0.964747815,2,0
41,173,572,46,37,0.357446049,0,0
58,93,530,40,4,0.743757762,4,0
69,137,570,95,17,0.944128599,0,0
52,198,846,65,19,0.14381977,1,1
63,58,503,45,29,0.60170249,5,0
64,118,312,27,11,0.865872048,1,0
65,173,535,63,18,0.85648245,2,0
57,53,560,51,1,0.411819002,0,0
63,29,555,12,21,0.157375443,0,0
68,36,839,70,38,0.314748699,0,0
53,167,451,19,1,0.636775855,0,0
66,48,834,8,26,0.305139774,3,0
55,29,363,10,25,0.449532846,5,0
54,128,373,72,5,0.285960679,3,0
42,170,522,50,23,0.240644814,3,0
34,172,570,72,0,0.245926595,1,0
66,32,552,20,35,0.971572484,1,0
44,128,696,20,9,0.911025737,5,0
46,173,388,67,9,0.598584259,3,0
63,126,385,81,5,0.99100064,5,0
40,195,821,75,13,0.641066354,3,0
42,118,776,99,37,0.045091972,4,1
19,166,445,87,18,0.384565749,4,0
34,86,472,51,33,0.881158667,2,0
36,190,801,99,2,0.914267245,5,0
22,98,446,77,23,0.499980176,0,0
62,31,471,21,39,0.476193464,2,0
47,94,592,33,10,0.122926788,0,0
46,67,638,5,9,0.016406429,2,1
53,67,442,5,24,0.884002885,2,0
41,148,737,15,6,0.114245631,0,1
62,178,688,57,19,0.726086504,1,0
26,28,804,24,24,0.028217141,0,0
31,137,606,12,31,0.942123314,3,1
21,35,563,47,29,0.775829352,5,0
28,71,635,81,19,0.72528577,2,0
34,126,840,65,17,0.811113133,2,0
58,108,638,25,23,0.29168401,1,1
50,196,839,37,23,0.85230883,5,0
41,161,327,28,1,0.574733652,2,0
46,45,681,79,38,0.470212121,4,0
54,95,652,26,40,0.572269352,4,0
67,84,313,22,6,0.703228233,2,0
53,156,437,68,36,0.938412945,1,0
61,92,404,74,25,0.192551455,4,0
60,128,684,25,34,0.52849289,3,0
50,71,839,42,34,0.737692607,1,0
50,191,404,72,11,0.651493311,2,0
55,52,403,55,9,0.302072901,2,0
64,94,706,40,29,0.599848633,0,0
36,186,396,84,31,0.365346532,3,0
53,92,556,38,26,0.516768907,2,0
53,44,775,25,8,0.457458042,4,0
40,61,749,85,16,0.914752225,5,0
51,123,743,34,6,0.729252269,0,0
50,99,568,79,17,0.34603051,4,0
59,165,380,27,13,0.686495349,0,0
21,53,613,53,30,0.391314043,0,1
40,159,312,68,2,0.012835601,3,0
41,130,717,29,5,0.471260211,0,1
70,42,836,19,25,0.343249691,5,0
28,155,462,31,27,0.275770211,4,0
70,20,344,76,12,0.431085218,4,0
54,182,769,58,30,0.843858988,0,0
44,80,404,82,17,0.86670653,4,0
31,38,449,37,5,0.464141798,2,0
47,159,675,9,7,0.849716518,2,0
53,52,494,59,11,0.347174506,5,0
21,93,406,55,16,0.698604678,5,1
65,146,665,54,30,0.447162111,2,1
34,123,741,60,32,0.46649096,2,1
18,119,444,43,9,0.297401293,0,0
64,100,333,43,5,0.984953433,5,0
30,125,602,68,25,0.911132811,1,0
23,36,445,96,20,0.651478767,2,0
59,133,792,17,9,0.995283403,2,0
64,192,623,17,36,0.707531301,1,0
39,73,651,80,7,0.666819468,0,1
36,98,420,95,14,0.871296983,4,1
57,126,844,82,17,0.912679153,5,0
19,125,468,40,25,0.114693892,5,0
69,123,342,46,10,0.896827329,0,0
34,73,427,80,20,0.882092979,0,1
53,156,555,37,26,0.888898296,0,0
70,141,727,94,23,0.142154419,1,1
28,135,727,45,31,0.683859725,5,0
37,82,487,54,11,0.542825217,0,0
24,65,553,34,11,0.498717136,3,0
49,32,763,67,33,0.43187039,0,0
64,166,475,91,38,0.333180061,5,0
43,86,811,97,16,0.387223305,1,1
54,34,531,71,40,0.870782034,2,0
63,124,343,100,34,0.7716522,0,0
56,46,652,89,39,0.69087606,0,0
42,145,328,46,35,0.895319555,0,1
49,69,648,9,5,0.660741039,0,0
23,134,840,81,24,0.649553249,2,0
21,89,465,68,21,0.522569923,5,0
47,125,818,38,16,0.398470245,5,1
45,166,756,18,35,0.854224639,3,0
66,69,537,51,20,0.469751945,4,0
46,122,431,78,12,0.019449242,1,0
25,71,838,31,1,0.842244042,3,0
65,133,459,89,14,0.921968126,3,0
28,78,587,7,35,0.909260708,3,0
22,105,751,27,20,0.702739488,2,0
66,67,815,71,8,0.066376253,0,1
38,84,716,39,29,0.849627055,1,0
24,131,351,28,1,0.666197493,1,0
50,100,628,34,23,0.004275202,5,1
39,95,626,14,29,0.341289583,5,1
53,124,614,26,35,0.145063336,0,1
61,106,812,46,6,0.856426489,1,0
69,194,576,73,25,0.761307999,3,0
27,167,432,48,26,0.329425687,3,0
21,161,761,6,33,0.40949585,2,1
59,170,686,62,22,0.749188519,3,0
62,80,680,38,40,0.314502476,4,1
31,190,494,34,11,0.316673005,3,0
58,52,518,75,24,0.428944998,4,0
19,63,811,71,26,0.172854739,4,1
22,191,820,83,3,0.990457007,0,0
39,32,402,23,1,0.992309728,2,0
61,116,616,6,11,0.891518816,2,0
46,22,768,27,10,0.982880292,2,0
57,145,383,78,29,0.70656634,4,0
43,167,697,53,39,0.078517726,1,1
55,36,772,9,15,0.319069755,3,0
64,185,766,8,15,0.244315892,3,1
42,104,449,7,39,0.996398532,2,0
22,59,356,20,19,0.139636882,2,0
49,145,763,65,10,0.353189238,5,1
67,151,355,85,1,0.566987832,1,0
22,173,704,17,37,0.102886808,0,1
66,61,632,12,35,0.551466685,3,0
68,175,705,70,20,0.246054842,5,1
19,168,799,35,32,0.459772543,2,1
59,182,417,45,40,0.779011522,3,1
43,58,546,77,38,0.889201498,5,0
62,49,683,78,34,0.736262768,5,0
34,43,493,37,19,0.857963432,1,0
52,192,456,5,37,0.636043005,1,0
21,163,708,53,8,0.006377169,5,0
43,129,324,23,31,0.125202649,1,1
28,177,375,56,23,0.661037033,1,1
24,78,730,42,39,0.090241318,2,1
24,187,705,21,3,0.040607314,4,1
46,192,828,6,24,0.698168411,1,0
63,70,589,78,29,0.75818311,1,0
36,122,558,91,27,0.699823733,0,0
22,97,521,91,22,0.210787634,2,0
54,107,679,28,27,0.256242629,2,1
34,97,693,5,35,0.042841024,5,1
34,123,774,25,8,0.318276315,1,1
